time_id,date,day,month,quarter,year
418,2024-02-22,22,2,1,2024
419,2024-02-23,23,2,1,2024
420,2024-02-24,24,2,1,2024
421,2024-02-25,25,2,1,2024
422,2024-02-26,26,2,1,2024
423,2024-02-27,27,2,1,2024
424,2024-02-28,28,2,1,2024
425,2024-02-29,29,2,1,2024
426,2024-03-01,1,3,1,2024
427,2024-03-02,2,3,1,2024
428,2024-03-03,3,3,1,2024
429,2024-03-04,4,3,1,2024
430,2024-03-05,5,3,1,2024
431,2024-03-06,6,3,1,2024
432,2024-03-07,7,3,1,2024
433,2024-03-08,8,3,1,2024
434,2024-03-09,9,3,1,2024
435,2024-03-10,10,3,1,2024
436,2024-03-11,11,3,1,2024
437,2024-03-12,12,3,1,2024
438,2024-03-13,13,3,1,2024
439,2024-03-14,14,3,1,2024
440,2024-03-15,15,3,1,2024
441,2024-03-16,16,3,1,2024
442,2024-03-17,17,3,1,2024
443,2024-03-18,18,3,1,2024
444,2024-03-19,19,3,1,2024
445,2024-03-20,20,3,1,2024
446,2024-03-21,21,3,1,2024
447,2024-03-22,22,3,1,2024
448,2024-03-23,23,3,1,2024
449,2024-03-24,24,3,1,2024
450,2024-03-25,25,3,1,2024
451,2024-03-26,26,3,1,2024
452,2024-03-27,27,3,1,2024
453,2024-03-28,28,3,1,2024
454,2024-03-29,29,3,1,2024
455,2024-03-30,30,3,1,2024
456,2024-03-31,31,3,1,2024
457,2024-04-01,1,4,2,2024
458,2024-04-02,2,4,2,2024
459,2024-04-03,3,4,2,2024
460,2024-04-04,4,4,2,2024
461,2024-04-05,5,4,2,2024
462,2024-04-06,6,4,2,2024
463,2024-04-07,7,4,2,2024
464,2024-04-08,8,4,2,2024
465,2024-04-09,9,4,2,2024
466,2024-04-10,10,4,2,2024
467,2024-04-11,11,4,2,2024
468,2024-04-12,12,4,2,2024
469,2024-04-13,13,4,2,2024
470,2024-04-14,14,4,2,2024
471,2024-04-15,15,4,2,2024
472,2024-04-16,16,4,2,2024
473,2024-04-17,17,4,2,2024
474,2024-04-18,18,4,2,2024
475,2024-04-19,19,4,2,2024
476,2024-04-20,20,4,2,2024
477,2024-04-21,21,4,2,2024
478,2024-04-22,22,4,2,2024
479,2024-04-23,23,4,2,2024
480,2024-04-24,24,4,2,2024
481,2024-04-25,25,4,2,2024
482,2024-04-26,26,4,2,2024
483,2024-04-27,27,4,2,2024
484,2024-04-28,28,4,2,2024
485,2024-04-29,29,4,2,2024
486,2024-04-30,30,4,2,2024
487,2024-05-01,1,5,2,2024
488,2024-05-02,2,5,2,2024
489,2024-05-03,3,5,2,2024
490,2024-05-04,4,5,2,2024
491,2024-05-05,5,5,2,2024
492,2024-05-06,6,5,2,2024
493,2024-05-07,7,5,2,2024
494,2024-05-08,8,5,2,2024
495,2024-05-09,9,5,2,2024
496,2024-05-10,10,5,2,2024
497,2024-05-11,11,5,2,2024
498,2024-05-12,12,5,2,2024
499,2024-05-13,13,5,2,2024
500,2024-05-14,14,5,2,2024
